recipients,total_received,total_sold_capped,total_still_held,pct_retained,wallets_fully_exited,pct_wallets_zeroed
1306,7.183095577771671e+07,5.4550280439371824e+07,8652832.276060000000000000,12.046104889424662,804,61.562021
